pack_category,pack_name,korean,translation
Beginner 2,S1 - Meeting,남편,"husband"
Beginner 2,S1 - Meeting,아내,"wife"
Beginner 2,S1 - Meeting,선배,"senior"
Beginner 2,S1 - Meeting,후배,"junior"
Beginner 2,S1 - Meeting,주인,"owner"
Beginner 2,S1 - Meeting,손님,"guest"
Beginner 2,S1 - Meeting,상사,"superior"
Beginner 2,S1 - Meeting,부하,"subordinate"
Beginner 2,S1 - Meeting,초대하다,"invite"
Beginner 2,S1 - Meeting,초대를 받다,"receive an invitation"
Beginner 2,S1 - Meeting,방문하다,"visit"
Beginner 2,S1 - Meeting,소개하다,"introduce"
Beginner 2,S1 - Meeting,소개를 받다,"be introduced"
Beginner 2,S1 - Meeting,인사하다,"greet"
Beginner 2,S1 - Meeting,잘 먹겠습니다,"I will eat well"
Beginner 2,S1 - Meeting,잘 먹었습니다,"I ate well"
Beginner 2,S1 - Meeting,실례하겠습니다,"Excuse me"
Beginner 2,S1 - Meeting,실례했습니다,"Excuse me for disturbing"
Beginner 2,S2 - Appointment,약속하다,"make an appointment"
Beginner 2,S2 - Appointment,약속을 지키다,"keep a promise"
Beginner 2,S2 - Appointment,약속을 안 지키다,"not keep a promise"
Beginner 2,S2 - Appointment,약속을 못 지키다,"break a promise"
Beginner 2,S2 - Appointment,약속을 취소하다,"cancel an appointment"
Beginner 2,S2 - Appointment,약속을 바꾸다,"change an appointment"
Beginner 2,S2 - Appointment,기다리다,"wait"
Beginner 2,S2 - Appointment,만나다,"meet"
Beginner 2,S2 - Appointment,헤어지다,"part ways"
Beginner 2,S2 - Appointment,연락하다,"contact"
Beginner 2,S2 - Appointment,커피숍,"coffee shop"
Beginner 2,S2 - Appointment,박물관,"museum"
Beginner 2,S2 - Appointment,미술관,"art gallery"
Beginner 2,S2 - Appointment,만남의 광장,"meeting square"
Beginner 2,S2 - Appointment,호텔,"hotel"
Beginner 2,S2 - Appointment,백화점,"department store"
Beginner 2,S2 - Appointment,안내 데스크,"information desk"
Beginner 2,S2 - Appointment,정류장,"bus stop"
Beginner 2,S2 - Appointment,쇼핑몰,"shopping mall"
Beginner 2,S3 - Shopping,벌,"set (clothes)"
Beginner 2,S3 - Shopping,켤레,"pair (shoes, socks)"
Beginner 2,S3 - Shopping,쌍,"pair (earrings)"
Beginner 2,S3 - Shopping,장,"sheet, page"
Beginner 2,S3 - Shopping,송이,"bunch, stalk"
Beginner 2,S3 - Shopping,바구니,"basket"
Beginner 2,S3 - Shopping,상자,"box"
Beginner 2,S3 - Shopping,봉지,"plastic bag"
Beginner 2,S3 - Shopping,찾다,"search"
Beginner 2,S3 - Shopping,마음에 들다,"be to one's liking"
Beginner 2,S3 - Shopping,맞다,"fit"
Beginner 2,S3 - Shopping,어울리다,"suit"
Beginner 2,S3 - Shopping,주문하다,"order"
Beginner 2,S3 - Shopping,계산하다,"pay"
Beginner 2,S3 - Shopping,교환하다,"exchange items"
Beginner 2,S3 - Shopping,환불하다,"return items"
Beginner 2,S3 - Shopping,짧다,"short"
Beginner 2,S3 - Shopping,길다,"long"
Beginner 2,S3 - Shopping,많다,"many"
Beginner 2,S3 - Shopping,적다,"few"
Beginner 2,S3 - Shopping,두껍다,"thick"
Beginner 2,S3 - Shopping,얇다,"thin"
Beginner 2,S3 - Shopping,무겁다,"heavy"
Beginner 2,S3 - Shopping,가볍다,"light"
Beginner 2,S3 - Shopping,화려하다,"colorful"
Beginner 2,S3 - Shopping,단순하다,"simple"
Beginner 2,S3 - Shopping,편하다,"comfortable"
Beginner 2,S3 - Shopping,불편하다,"uncomfortable"
Beginner 2,S4 - Hospital,이마,"forehead"
Beginner 2,S4 - Hospital,머리,"head"
Beginner 2,S4 - Hospital,눈썹,"eyebrow"
Beginner 2,S4 - Hospital,눈,"eye"
Beginner 2,S4 - Hospital,귀,"ear"
Beginner 2,S4 - Hospital,입,"mouth"
Beginner 2,S4 - Hospital,입술,"lips"
Beginner 2,S4 - Hospital,코,"nose"
Beginner 2,S4 - Hospital,턱,"chin"
Beginner 2,S4 - Hospital,어깨,"shoulder"
Beginner 2,S4 - Hospital,목,"neck"
Beginner 2,S4 - Hospital,가슴,"chest"
Beginner 2,S4 - Hospital,손가락,"finger"
Beginner 2,S4 - Hospital,팔,"arm"
Beginner 2,S4 - Hospital,배,"stomach"
Beginner 2,S4 - Hospital,등,"back"
Beginner 2,S4 - Hospital,손,"hand"
Beginner 2,S4 - Hospital,허리,"waist"
Beginner 2,S4 - Hospital,엉덩이,"buttocks"
Beginner 2,S4 - Hospital,무릎,"knee"
Beginner 2,S4 - Hospital,다리,"leg"
Beginner 2,S4 - Hospital,발,"foot"
Beginner 2,S4 - Hospital,종아리,"calf"
Beginner 2,S4 - Hospital,발가락,"toe"
Beginner 2,S4 - Hospital,발목,"ankle"
Beginner 2,S4 - Hospital,감기에 걸리다,"catch a cold"
Beginner 2,S4 - Hospital,독감에 걸리다,"catch the flu"
Beginner 2,S4 - Hospital,기침하다,"cough"
Beginner 2,S4 - Hospital,열이 나다,"have a fever"
Beginner 2,S4 - Hospital,콧물이 나오다,"runny nose"
Beginner 2,S4 - Hospital,배탈이 나다,"digestive disorder"
Beginner 2,S4 - Hospital,소화가 안 되다,"indigestion"
Beginner 2,S4 - Hospital,다치다,"be injured"
Beginner 2,S4 - Hospital,상처가 나다,"have a wound"
Beginner 2,S4 - Hospital,피가 나다,"bleed"
Beginner 2,S4 - Hospital,심하다,"severe"
Beginner 2,S4 - Hospital,두통,"headache"
Beginner 2,S4 - Hospital,치통,"toothache"
Beginner 2,S4 - Hospital,복통,"stomachache"
Beginner 2,S4 - Hospital,진통제,"painkiller"
Beginner 2,S4 - Hospital,소화제,"digestive medicine"
Beginner 2,S4 - Hospital,해열제,"fever reducer"
Beginner 2,S4 - Hospital,알약,"pill"
Beginner 2,S4 - Hospital,가루약,"powder medicine"
Beginner 2,S4 - Hospital,물약,"liquid medicine"
Beginner 2,S4 - Hospital,어떻게 오셨습니까?,"How can I help you?"
Beginner 2,S4 - Hospital,어디가 아프십니까?,"Where does it hurt?"
Beginner 2,S4 - Hospital,어떻게 아프십니까?,"How does it hurt?"
Beginner 2,S4 - Hospital,증상이 어떻습니까?,"What are your symptoms?"
Beginner 2,S4 - Hospital,내과,"internal medicine"
Beginner 2,S4 - Hospital,외과,"surgery"
Beginner 2,S4 - Hospital,소아과,"pediatrics"
Beginner 2,S4 - Hospital,이비인후과,"ENT (Ear-Nose-Throat)"
Beginner 2,S4 - Hospital,안과,"ophthalmology"
Beginner 2,S4 - Hospital,치과,"dentistry"
Beginner 2,S4 - Hospital,예방주사,"vaccination"
Beginner 2,S4 - Hospital,주사를 맞다,"get an injection"
Beginner 2,S4 - Hospital,처방하다,"prescribe"
Beginner 2,S5 - Letter,편지,"letter"
Beginner 2,S5 - Letter,엽서,"postcard"
Beginner 2,S5 - Letter,카드,"card"
Beginner 2,S5 - Letter,주소,"address"
Beginner 2,S5 - Letter,우편번호,"zip code"
Beginner 2,S5 - Letter,소포,"parcel"
